country,period_start,region,age_group,gender,income_level,sales,gross_margin_pct,profit_margin_pct
US,2024-01-31,North,18-24,Female,Low,397.54691593376464,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,18-24,Female,Medium,69352.41157077202,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,18-24,Female,High,24596.317002990825,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,18-24,Male,Low,79224.3492024044,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,18-24,Male,Medium,90856.86068730961,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,18-24,Male,High,86824.63329534545,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,18-24,Other,Low,3897.6113545458666,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,18-24,Other,Medium,10681.143891372058,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,18-24,Other,High,163461.6369669082,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,25-34,Female,Low,11998.603960464565,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,25-34,Female,Medium,50916.27810977239,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,25-34,Female,High,145554.3755218509,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,25-34,Male,Low,1759.6668624744134,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,25-34,Male,Medium,17128.918987163346,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,25-34,Male,High,86324.28657523525,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,25-34,Other,Low,10596.371477558609,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,25-34,Other,Medium,64334.30268482414,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,25-34,Other,High,142933.56537137218,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,35-44,Female,Low,70808.68777537973,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,35-44,Female,Medium,156793.65493581892,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,35-44,Female,High,28905.293976558758,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,35-44,Male,Low,101639.0233185664,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,35-44,Male,Medium,150728.48049277943,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,35-44,Male,High,25634.631915258262,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,35-44,Other,Low,150251.5963255617,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,35-44,Other,Medium,8045.113822938347,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,35-44,Other,High,68275.51934272514,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,45-54,Female,Low,13477.995937053549,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,45-54,Female,Medium,97437.79587399222,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,45-54,Female,High,62030.173324684794,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,45-54,Male,Low,89483.3877003518,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,45-54,Male,Medium,134927.2833601118,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,45-54,Male,High,55019.85991942192,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,45-54,Other,Low,20935.21389240004,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,45-54,Other,Medium,154590.5691985843,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,45-54,Other,High,220526.6731210152,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,55+,Female,Low,156927.08182131712,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,55+,Female,Medium,11657.354422904396,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,55+,Female,High,125579.70008457001,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,55+,Male,Low,82105.81212429715,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,55+,Male,Medium,44261.57652788501,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,55+,Male,High,10052.111161679552,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,55+,Other,Low,95226.51782297966,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,55+,Other,Medium,86356.04926595093,0.5461131820976368,0.09272744412365566
US,2024-01-31,North,55+,Other,High,21630.254683538533,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,18-24,Female,Low,38815.67441557514,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,18-24,Female,Medium,14075.870946447982,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,18-24,Female,High,212443.4020640998,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,18-24,Male,Low,52406.96452285097,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,18-24,Male,Medium,74946.59684317232,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,18-24,Male,High,67516.3372527308,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,18-24,Other,Low,124110.87530613337,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,18-24,Other,Medium,84103.56131710621,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,18-24,Other,High,23803.347502146335,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,25-34,Female,Low,49944.04104641062,0.5461131820976368,0.09272744412365566
US,2024-01-31,South,25-34,Female,Medium,29657.838114884664,0.5461131820976368,0.09272744412365566
